title,link,excerpt,published_at,funding_round,money_raised,Company,money_raised_float,linkedin_link,Company_at_Linkedin,CompanyName,Specialties,Industry,Website,Location,CompanySize,Description,Founded,Also-viewed,zip_code,City,address_check,Country,State,latitude,longitude,Industry_consolidated,spc_Food Business,spc_Education,spc_Financial Services,spc_Healthcare_health,spc_Human Resources,spc_Logistics and Supply Chain,spc_Entertainment,spc_Computer & Network Security & Hardware,spc_Real_estate,spc_Marketing and Advertising,spc_commerce,spc_mobile,spc_app,spc_analysis,spc_developer,spc_security,spc_social,spc_ds,spc_travel,spc_booking_ticketing,spc_Apparel,spc_cloud,spc_API,spc_device,spc_design,spc_enterprise,spc_product,spc_robotics_manufacturing,spc_total
Yoyo Wallet raises £12M Series B led by Metro Group to expand in Europe,https://techcrunch.com/2017/06/25/yoyo-wallet-raises-12m-series-b-led-by-metro-group-to-expand-in-europe/,"The race to digitise the loyalty card just got a shot in the arm with the news that Yoyo Wallet, the European-based mobile payment and customer loyalty platform, has raised a £12 million Series B roun...",6/25/2017,Series B,$15.5 M,Yoyo Wallet,15.5,https://www.linkedin.com/company/yoyo-wallet,yoyo wallet,Yoyo Wallet,,Retail,http://www.yoyowallet.com,"78 Whitfield Street 2nd Floor, Yoyo Wallet Ltd London, UK W1T4EZ United Kingdom",51-200,"Yoyo is the fastest growing mobile wallet in Europe. 

For Shoppers, it is a sleek, easy-to-use app that allows fast, secure mobile payment, automatic loyalty collection on every purchase and offers and brand interactions personalised to previous purchasing behaviour.

For Retailers, it takes customer identification, previously the domain of only the biggest brands, and democratises it. Through Yoyo, retailers can identify every customer at the point-of-sale and connect them to their SKU data, turning anonymous shoppers into individuals with purchasing preferences and habits. From here, we provide a platform to analyse, segment and engage.

Put simply, weâ??re taking technological advancements and revolutionising the brick and mortar retail experience for retailers and their customers.

Now in its 4th year you can use Yoyo across high streets, universities and corporate locations.



",2013.0,"{'GoCardless': 'https://www.linkedin.com/company/gocardless', 'Azimo': 'https://www.linkedin.com/company/azimo', 'Osper': 'https://www.linkedin.com/company/osper', 'Zopa': 'https://www.linkedin.com/company/zopa', 'Revolut': 'https://www.linkedin.com/company/revolut', 'TransferWise': 'https://www.linkedin.com/company/transferwise'}",not found,,False,United Kingdom,,,,Consumers Goods & Services,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3D Robotics Taps Qualcomm For $50M Series C And Mobile Tech,https://techcrunch.com/2015/02/26/3d-robotics-taps-qualcomm-for-50m-series-c-and-mobile-tech/,The race to build the best drone is on and 3D Robotics is today announcing its latest round of financing that it hopes will enable the company to keep its commanding position in the marketplace. As pa...,2/26/2015,Series C,$50 M,3D Robotics,50.0,https://www.linkedin.com/company/3d-robotics,3d robotics,3D Robotics,"Software, Robotics, Open Source, Drones, UAV, Construction, GIS, Mining, Surveying, Mapping, Aerospace",Computer Software,https://3dr.com,"Suite 410 Berkeley, CA 94710 United States",51-200,"3DR makes advanced drone technology easily accessible to the construction, mining and surveying industries for use in data analysis, mapping, 3D modeling and more. 3DRâ??s flagship enterprise product Site Scan is a complete camera-to app-to cloud system that makes it safer and easier than ever for enterprise and commercial users to collect and process aerial data, perform inspections and improve business operations. For more information on 3DR, please visit 3DR.com.",2009.0,"{'DJI': 'https://www.linkedin.com/company/dji', 'senseFly': 'https://www.linkedin.com/company/sensefly', 'Airware': 'https://www.linkedin.com/company/airware', 'Parrot': 'https://www.linkedin.com/company/parrot', 'Skycatch': 'https://www.linkedin.com/company/skycatch', 'DroneDeploy': 'https://www.linkedin.com/company/dronedeploy'}",94710,Berkeley,True,United States,CA,37.8645848,-122.2965778,Computer Software,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6
InvenSense Takes $19 Million Series C,https://techcrunch.com/2008/04/28/invensense-takes-19-million-series-c/,"InvenSense has taken $19 million Series C in a round led by Sierra Ventures with previous investors Artiman Ventures, Partech International and Qualcomm Ventures also participating. Strategic investor...",4/28/2008,Series C,$19 M,InvenSense,19.0,https://www.linkedin.com/company/invensense-inc,invensense inc,TDK InvenSense,"MEMS, Sensors, Sensing Everything, Semiconductors, Audio, Motion, Location",Semiconductors,http://www.invensense.com,"1745 Technology Dr. #200 San Jose, CA 95110 United States",501-1000,"InvenSense, a TDK Group company, is a world leading provider of MEMS sensor platforms found in Mobile, Wearables, Smart Home, Industrial, and Automotive products. The companyâ??s patented Fabrication Platform, MotionFusionÂ® technology, audio solutions, and location software and services addresses the emerging need of many mass-market consumer applications via improved performance, accuracy, and intuitive motion-, gesture- and sound-based interfaces.

In May of 2017, InvenSense became part of the MEMS Sensors Business Group within the newly formed Sensor Systems Business Company of TDK Corporation. TDK currently focuses on three market segments: automotive, industrial equipment & energy, and information & communications technology (ICT). As part of its strategy for growth in these key areas, TDK has identified sensors and actuators, energy units and next-generation electronic components as three product areas for strategic growth aimed at unlocking new business opportunities in the sphere of the Internet of Things (IoT). Sensors are viewed as an important IoT-enabling technology, and sensor products and the technology portfolio of TDK will expand dramatically as a result of its acquisition of InvenSense.

 InvenSense is headquartered in San Jose, California and has offices in Boston, China, Taiwan, Korea, Japan, France, Canada, Slovakia and Italy. More information can be found at www.invensense.com or follow us on Twitter at @InvenSense.",2003.0,"{'Cavium Inc': 'https://www.linkedin.com/company/cavium-inc', 'AppliedMicro': 'https://www.linkedin.com/company/amcc', 'Rambus': 'https://www.linkedin.com/company/rambus', 'Marvell Semiconductor': 'https://www.linkedin.com/company/marvell', 'Qualcomm': 'https://www.linkedin.com/company/qualcomm', 'NXP Semiconductors': 'https://www.linkedin.com/company/nxp-semiconductors'}",95110,San Jose,True,United States,CA,37.354611,-121.918866,Niche,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Greenplum Takes $27 Million Series C,https://techcrunch.com/2008/01/21/greenplum-takes-27-million-series-c/,"Database software provider Greenplum has taken $27 million Series C is a round led by Meritech Capital Partners that included Sun Microsystems and SAP Ventures.

Greenplum leverages open source databa...",1/21/2008,Series C,$27 M,Greenplum,27.0,https://www.linkedin.com/company/greenplum,greenplum,Greenplum Database,"data warehousing, analytics, database, business intelligence, data science, big data, hadoop, NoSQL, MapR, predictive analtyics, high-perfomance database, software, data computing appliance, data science services, applications",Computer Software,http://www.greenplum.org,"3495 Deer Creek Rd Palo Alto, CA 94304 United States",1001-5000,"Greenplum DatabaseÂ® is an advanced, fully featured, open source data warehouse. It provides powerful and rapid analytics on petabyte scale data volumes. Uniquely geared toward big data analytics, Greenplum Database is powered by the worldâ??s most advanced cost-based query optimizer delivering high analytical query performance on large data volumes.

Greenplum DatabaseÂ® project is released under the Apache 2 license. We want to thank all our current community contributors and are interested in all new potential contributions. For the Greenplum Database community no contribution is too small, we encourage all types of contributions.",2003.0,"{'Pivotal': 'https://www.linkedin.com/company/pivotalsoftware', 'SS&C Advent': 'https://www.linkedin.com/company/advent-software', 'Pivotal Labs': 'https://www.linkedin.com/company/pivotal-labs', 'Fedora Project': 'https://www.linkedin.com/company/fedora-project', 'Datameer': 'https://www.linkedin.com/company/datameer', 'Cloudera': 'https://www.linkedin.com/company/cloudera'}",94304,Palo Alto,True,United States,CA,37.381344399999996,-122.1802812,Computer Software,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
Unisfair Takes $10 Million Series C,https://techcrunch.com/2008/01/20/unisfair-takes-10-million-series-c/,"Virtual events firm Unisfair has taken $10 million Series C in a round led by Norwest Ventures.

Unisfair powers virtual corporate events such live Expos, Trade Shows, & Conferences ""that use rich med...",1/20/2008,Series C,$10 M,Unisfair,10.0,https://www.linkedin.com/company/unisfair,unisfair,Unisfair,"Virtual engagement, lead generation, online marketing, virtual events, virtual trade shows, virtual conferences, virtual job fairs",Internet,http://www.unisfair.com,"149 Commonwealth Drive Menlo Park, CA 94025 United States",51-200,"Unisfair provides the leading platform for virtual business environments. Companies like IBM, Intuit, ADP, EMC, and Novartis use our technology to engage with customers, partners and employees. Unisfair was funded by Sequoia Capital and Norwest Venture Partners and was acquired by West. Corp in March 2011.",2000.0,"{'West Unified Communications Services': 'https://www.linkedin.com/company/west-unified-communications', 'Ebixir': 'https://www.linkedin.com/company/ebixir', 'Pano Logic': 'https://www.linkedin.com/company/pano-logic', 'Spectory': 'https://www.linkedin.com/company/spectory', 'Daptiv': 'https://www.linkedin.com/company/daptiv', 'Taldor': 'https://www.linkedin.com/company/taldor'}",94025,Menlo Park,True,United States,CA,37.4484914,-122.1802812,Internet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Showpad closes $50M Series C to keep growing its SaaS sales productivity platform,https://techcrunch.com/2016/05/19/showpad-closes-50m-series-c-to-keep-growing-its-saas-sales-productivity-platform/,"SaaS startup Showpad which has built a platform designed to improve other businesses' sales productivity has closed a $50 million Series C funding round, led by Insight Venture Partners -- with Insigh...",5/19/2016,Series C,$50 M,Showpad,50.0,https://www.linkedin.com/company/showpad,showpad,Showpad,"Content Marketing, Sales Enablement, Content Effectiveness, Sales Effectiveness, Content Activation, Partner Relationship Management, Content Production, Mobile sales toll, Marketing and Sales Alignment",Information Technology and Services,http://www.showpad.com,"Moutstraat 62 4th Floor Ghent, 9000 Belgium",201-500,"Showpad delivers the worldâ??s most intuitive sales enablement softwareâ??one that makes your content incredibly easy to find, present, share, and measure. 

With Showpad, sales and marketing teams work better together to advance conversations, inspire loyalty, and accelerate your business. Deploy our platform quickly, and effortlessly scale up as your company and your content grow.

The Showpad sales enablement platform aligns sales and marketing teams of over 1000 companies on all continents, empowering their marketers, sales teams and channel partners around the world. Our customers include Johnson & Johnson, Fujifilm, Audi, Kimberly-Clark, and many more. 

Founded in 2011, Showpad has dual headquartersâ??in San Francisco and in Ghent, Belgiumâ??plus offices in Portland, and in London. For more information visit www.showpad.com",2011.0,"{'In The Pocket': 'https://www.linkedin.com/company/in-the-pocket', 'Teamleader CRM': 'https://www.linkedin.com/company/teamleader', 'Wijs': 'https://www.linkedin.com/company/wijs', 'The Reference': 'https://www.linkedin.com/company/the-reference', 'Salesforce': 'https://www.linkedin.com/company/salesforce', 'Pipedrive': 'https://www.linkedin.com/company/pipedrive'}",not found,,False,Belgium,,,,Information Technology and Services,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Pentaho Takes $12 Million Series C,https://techcrunch.com/2008/02/21/pentaho-takes-12-million-series-c/,"Open source Business Intelligence firm Pentaho has taken $12 million Series C in a round led by Benchmark Capital. Previous investors Index Ventures and New Enterprise Associates also participated.

P...",2/21/2008,Series C,$12 M,Pentaho,12.0,https://www.linkedin.com/company/pentaho,pentaho,"Pentaho, A Hitachi Group Company","BI, business intelligence, reporting, open source, reports, analysis, data integration, data mining, OLAP, ETL, business analytics, big data, visualization, predictive analytics",Computer Software,http://www.pentaho.com,"5950 Hazeltine National Dr. Orlando, Florida 32822 United States",201-500,"Pentaho, a Hitachi Group Company, is a leading data integration and business analytics company with an enterprise-class, open source-based platform for diverse big data deployments. Pentahoâ??s unified data integration and analytics platform is comprehensive, completely embeddable and delivers governed data to power any analytics in any environment. 

Pentahoâ??s mission is to help organizations across multiple industries harness the value from all their data, including big data and IoT, enabling them to find new revenue streams, operate more efficiently, deliver outstanding service and minimize risk. 

Pentaho has over 15,000 product deployments and 1,500 commercial customers today including ABN-AMRO Clearing, EMC, Landmark Halliburton, Moody's, NASDAQ, RichRelevance, and Staples. 

For more information visit www.pentaho.com.",2004.0,"{'Tableau Software': 'https://www.linkedin.com/company/tableau-software', 'Birst': 'https://www.linkedin.com/company/birst', 'Datameer': 'https://www.linkedin.com/company/datameer', 'Qlik': 'https://www.linkedin.com/company/qlik', 'Sisense': 'https://www.linkedin.com/company/sisense', 'Oracle': 'https://www.linkedin.com/company/oracle'}",32822,Orlando,True,United States,FL,28.475040500000002,-81.28491690000001,Computer Software,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4
Demand Media Takes $100 Million Series C,https://techcrunch.com/2007/09/25/demand-media-takes-100-million-series-c/,"Domain holding company Demand Media has taken $100 million Series C funding in a round led by Goldman Sachs that included 3i Group, Generation Partners, Oak Investment Partners and Spectrum Equity Inv...",9/25/2007,Series C,$100 M,Demand Media,100.0,https://www.linkedin.com/company/leafgroup,leafgroup,Leaf Group,,Internet,https://www.leafgroup.com/,"1655 26th St. Suite 100 Santa Monica, CA 90404 United States",201-500,"Leaf Group is an Internet company that builds platforms across its media (eHow, LIVESTRONG.COM, Leaftv, Cuteness, Techwalla, Sapling) and marketplace (Society6, Saatchi Art, The Other Art Fair, Deny Designs) properties, enabling creators to reach passionate audiences. In addition, Leaf Groupâ??s branded content creation and programmatic advertising offerings help advertisers find innovative ways to engage with their customers. We are looking for enthusiastic team members who are ready to excel in the highly passionate categories of art, design, health, fitness, and DIY. If you are a motivated individual ready to work in an energized, fast-paced, and collaborative environment, and eager to contribute directly to the company's growth and success, we want to hear from you!",2006.0,"{'Internet Brands': 'https://www.linkedin.com/company/internet-brands', 'Hulu': 'https://www.linkedin.com/company/hulu', 'Fandango': 'https://www.linkedin.com/company/fandango', 'The Honest Company': 'https://www.linkedin.com/company/the-honest-company', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Netflix': 'https://www.linkedin.com/company/netflix'}",90404,Santa Monica,True,United States,CA,34.02875,-118.47179750000001,Internet,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Sequoia Leads Trulia's $10 Million Series C,https://techcrunch.com/2007/05/24/sequoia-leads-trulias-10-million-series-c/,Real estate search engine Trulia joins an elite Silicon Valley Club today with the announcement of $10m Series C funding in a round headed by Sequoia Capital. Trulia moved out of beta earlier this mon...,5/24/2007,Series C,$10 M,Trulia's,10.0,https://www.linkedin.com/company/trulia,trulia,Trulia,"Real Estate, Mortgages, Mobile Apps, Home Values, Online Search, Homes for Sale, Homes for Rent",Internet,http://www.trulia.com,"535 Mission Street Suite 700 San Francisco, CA 94105 United States",501-1000,"TruliaÂ® is a vibrant home shopping marketplace, focused on giving home buyers, sellers and renters the information they need to make better decisions about where to live. On mobile and Web, Trulia provides house hunters with insights and unique information about properties, neighborhoods and real estate agents. Additionally, Trulia offers data and information about schools, crimes, commute times and the real estate market.

Launched in 2005, Trulia is based in San Francisco and is owned and operated by Zillow Group.",2005.0,"{'Zillow': 'https://www.linkedin.com/company/zillow', 'Redfin': 'https://www.linkedin.com/company/redfin', 'Zillow Group': 'https://www.linkedin.com/company/zillow-group', 'realtor.com': 'https://www.linkedin.com/company/realtor-com', 'Airbnb': 'https://www.linkedin.com/company/airbnb', 'Amazon': 'https://www.linkedin.com/company/amazon'}",94105,San Francisco,True,United States,CA,37.789018299999995,-122.3915063,Internet,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
German consumer loans marketplace Finanzcheck closes ?33M Series C,https://techcrunch.com/2016/04/06/german-consumer-loans-marketplace-finanzcheck-closes-e33m-series-c/,"In Europe, London tends to grab most of the fintech limelight but other tech hubs in the continent are producing their fair share of fintech companies with comparative success, not least in Germany. E...",4/6/2016,Series C,$39.3 M,Finanzcheck,39.3,https://www.linkedin.com/company/finanzcheck-de,finanzcheck de,Finanzcheck.de,"Kreditvergleich, Finanzdienstleistung",Financial Services,http://www.finanzcheck.de/,"WinterstraÃ?e 2 Hamburg, 22765 Germany",51-200,"FINANZCHECK.de ist das fÃ¼hrende, unabhÃ¤ngige Online-Vergleichsportal fÃ¼r Ratenkredite und private Finanzprodukte. Mittels einer unkomplizierten und sekundenschnellen Online-Abfrage kÃ¶nnen Kreditangebote und kreditnahe Produkte von allen wichtigen Anbietern am Markt innerhalb weniger Minuten miteinander verglichen werden. FÃ¼r Kreditanfragen zu Ratenkrediten, Autokrediten und Umschuldungskrediten stehen neben der Online-Abfrage auf Wunsch auch Kreditberater zur VerfÃ¼gung â?? sieben Tage die Woche kostenfrei aus dem deutschen Festnetz.",2010.0,"{'Finanzcheck GmbH': 'https://www.linkedin.com/company/finanzcheck-gmbh', 'N26': 'https://www.linkedin.com/company/n26', 'smava GmbH': 'https://www.linkedin.com/company/smava-gmbh', 'Kreditech Holding SSL GmbH': 'https://www.linkedin.com/company/kreditech-holding-ssl-gmbh', ""Pfando's Cash & Drive GmbH"": 'https://www.linkedin.com/company/pfando%27s-cash-&-drive-gmbh', 'wefox': 'https://www.linkedin.com/company/wefox'}",22765,,False,Germany,,,,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoomdata Snares $25 Million Series C Led By Goldman Sachs,https://techcrunch.com/2016/02/16/zoomdata-snares-25-million-series-c-led-by-goldman-sachs/,"Zoomdata, a company that's trying to transform business intelligence by connecting to both modern and traditional data sources at scale, announced a $25 million Series C round today. The investment wa...",2/16/2016,Series C,$25 M,Zoomdata,25.0,https://www.linkedin.com/company/zoomdata,zoomdata,Zoomdata,"data Visualization, big data, mobile",Computer Software,http://www.Zoomdata.com,"11921 Freedom Dr Ste 750 Reston, VA 20190 United States",51-200,"Zoomdata, creators of the industryâ??s fastest visual analytics for Big Data platform, lets business users see and interact with data in all new ways. Designed mobile and touch first, its patented micro-query architecture delivers results in real-time and gives users a single plane for bridging old data and new data.

With Zoomdata you can stream process any data including Cloud, Enterprise, Hadoop/ HDFS, Social Media and Proprietary Databases and create an array of real time visualizations.  Zoomdata is a mobile, tactile product and analyzed, combined, shared and compared.  

https://www.youtube.com/watch?v=C3Myn8UrYXw",2012.0,"{'Trifacta': 'https://www.linkedin.com/company/trifacta', 'Databricks': 'https://www.linkedin.com/company/databricks', 'Datameer': 'https://www.linkedin.com/company/datameer', 'Sisense': 'https://www.linkedin.com/company/sisense', 'Zaloni': 'https://www.linkedin.com/company/zaloni', 'Tableau Software': 'https://www.linkedin.com/company/tableau-software'}",20190,Reston,True,United States,VA,38.95527970000001,-77.3381855,Computer Software,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,8
"SnagAJob.com Snags $27 Million Series C From August Capital, Others",https://techcrunch.com/2011/03/10/snagajob-com-snags-27-million-series-c-from-august-capital-others/,"SnagAJob.com, an online community of hourly workers and provider of hourly workforce management solutions, this morning announced that it has secured $27 million in Series C funding in a round led by ...",3/10/2011,Series C,$27 M,SnagAJob.com,27.0,https://www.linkedin.com/company/snagajob,snagajob,Snagajob,"Hourly Hiring, Recruiting, Staffing, Retail, Jobs, Applicant Tracking System (ATS), HR, Talent Sourcing, SaaS, HR Technology, Foodservice, Hospitality, Workforce Management, Service Industry, Onboarding & Compliance, Employee Scheduling, Job Search",Internet,http://www.snagajob.com,"4851 Lake Brook Drive Glen Allen, VA 23060 United States",201-500,"Snagajob is Americaâ??s #1 hourly marketplace. We focus on creating instant and quality connections so workers can get jobs and employers can hire workersâ??in minutes. Since 2000, our mission has been to put people in right fit-positions so they can maximize their potential and live more fulfilling lives. We do this through the Snagajob marketplace of over 80 million registered workers and PeopleMatter, our end-to-end platform of talent and workforce management solutions. Our mobile sourcing, hiring, training, scheduling, and performance management tools drive results for single-location operators to Fortune 500 businesses with thousands of locations, across the restaurant, retail, hospitality and healthcare industries. With 5 offices in VA, SC, GA and CA, Snagajob has been named to Fortune Magazineâ??s Great Place to WorkÂ® Best Small & Medium Workplaces eight times, as well as being recognized from Washingtonian Magazine as a 2015 Great Place to Work.",1999.0,"{'PeopleMatter': 'https://www.linkedin.com/company/peoplematter', 'Indeed.com': 'https://www.linkedin.com/company/indeed-com', 'Simply Hired': 'https://www.linkedin.com/company/simply-hired', 'Blackbaud': 'https://www.linkedin.com/company/blackbaud', 'Amazon': 'https://www.linkedin.com/company/amazon', 'CareerBuilder': 'https://www.linkedin.com/company/careerbuildercom'}",23060,Glen Allen,True,United States,VA,37.663282,-77.5275463,Internet,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Marketing tech company Zeta Global raises $140M at a $1.3B valuation,https://techcrunch.com/2017/04/27/marketing-tech-company-zeta-global-raises-140m-at-a-1-3-billion-valuation/,"Zeta Global, the marketing tech company that has recently acquired the likes of eBay's enterprise arm and Acxiom Impact, is preparing for another round of acquisitions and investments in its technolog...",4/27/2017,,$140 M,Zeta Global,140.0,https://www.linkedin.com/company/zetainteractive,zetainteractive,Zeta Global,"CRM, Email Marketing, Display Advertising, Cross-Channel Marketing, Social Media Marketing, Data Management, Email Service Provider, Analytics, Data Warehousing, Transactional Email, Database Services",Marketing and Advertising,http://www.zetaglobal.com,"185 Madison Avenue 5th Floor New York, NY 10016 United States",1001-5000,"Zeta Global is a data-driven technology company that acquires and retains customers through the power of people-based, precision marketing. We create optimized customer experiences by leveraging data science, strategy, analytics, and award-winning creative to create a perpetual dialogue between brands and their customers, throughout the day, every day. Founded by David A. Steinberg and John Sculley (former CEO of Apple Computer and Pepsi-Cola) in 2007, we're a data-driven marketing technology pioneer. Our SaaS-based Zeta hub helps 500+ Fortune 1000 and Middle Market brands acquire, retain and grow customer relationships through actionable data, advanced analytics, and machine learning. Operating in four continents with over 1,300 employees, we're headquartered in New York City, with Centers of Excellence in Silicon Valley, Boston, London, and Hyderabad, India, and 25 additional offices around the globe.",2007.0,"{'Zeta India': 'https://www.linkedin.com/company/zeta.in', 'Zeta': 'https://www.linkedin.com/company/zeta-holdings', 'Epsilon': 'https://www.linkedin.com/company/epsilon', 'Grisaille AdTech Solutions Private Limited ( Zeta Global Technology Excellence Center )': 'https://www.linkedin.com/company/grisaille-adtech-solutions', 'Amazon': 'https://www.linkedin.com/company/amazon', 'Directi': 'https://www.linkedin.com/company/directi'}",10016,New York,True,United States,NY,40.74727,-73.9800645,Marketing and Advertising,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
Argentinian E-Commerce Leader Avenida Gets $30M Series C Round From Naspers And Tiger Global,https://techcrunch.com/2015/11/20/argentinian-e-commerce-leader-avenida-gets-30m-series-c-round-from-naspers-and-tiger-global/,Avenida is set on cementing its leadership position Argentina's e-commerce market after a $30 million Series C led by Naspers with participation from Tiger Global (both firms are returning investors)....,11/20/2015,Series C,$30 M,Avenida,30.0,https://www.linkedin.com/company/avenida,avenida,Avenida,"Performance Monitoring, Performance Optimization, Performance Analysis, Application Performance, Infrastructure Management, IT Service Management, Workflow Automation, Incident Management, Problem Management, Capacity Management, Vendor Management",Information Technology and Services,http://www.avenida.dk,"Lyngbyvej 2 Copenhagen Ã?, 2100 Denmark",Nov-50,"Avenida, we increase certainty

Our mission is to analyse and predict the behavior of complex IT systems, hence making them more predictable, leading to increased certainty for our customers that their business systems will perform and deliver as expected.

We share the fundamental belief that investing up-front in truly understanding how IT systems ""live and breathe"" will pay off many times later when problems arrive. Simply shortening the time a business system is down, and reducing the derived loss of revenue, never fails to document as a good business case for any large company.

Our extensive hands-on knowledge, our dedicated state-of-the-art monitoring tools, and the fact that large enterprise IT systems grow increasingly more complex every day, make for a strong value proposition for any large corporation.",2007.0,"{'Grupo Avenida (Lojas Avenida e Giovanna CalÃ§ados)': 'https://www.linkedin.com/company/grupo-avenida-lojas-avenida-e-giovanna-cal%C3%A7ados-', 'Avenida.com': 'https://www.linkedin.com/company/avenida-com', '3C Consult': 'https://www.linkedin.com/company/3c-consult', 'Molamil': 'https://www.linkedin.com/company/molamil', 'Lojas Avenida Ltda': 'https://www.linkedin.com/company/lojas-avenida-ltda', 'Timengo': 'https://www.linkedin.com/company/timengo'}",not found,,False,Denmark,,,,Information Technology and Services,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Madison Reed Locks In $16.1 Million Series C To Grow The Business And Push Into Television,https://techcrunch.com/2015/09/28/madison-reed-locks-in-16-1-million-series-c-to-grow-the-business-and-push-into-television/,"At-home professional hair color delivery startup Madison Reed tells us they've pulled in $16.1 million in Series C financing to ""scale the business and invest in expanding marketing, specifically on T...",9/28/2015,Series C,$16.1 M,Madison Reed Locks In,16.1,https://www.linkedin.com/company/madison-reed,madison reed,Madison Reed,"Hair Color, Hair Care, Color to You, Hair Service, Healthier products, Wellness, Better for you",Cosmetics,http://madison-reed.com,"430 Shotwell Street San Francisco, CA 94110 United States",51-200,"Founded in 2013, we started Madison Reed with a simple mission: To make luxurious, at-home hair color with ingredients you can feel good about.

At the forefront of innovation, we created the first ever smart 6-Free permanent hair color: Free of ammonia, parabens, resorcinol, PPD, phthalates and gluten. And we added hair-loving nutrients including keratin, argan oil, and ginseng root extract to protect and pamper hair.

Madison Reed is revolutionizing the $50 billion hair care industry by making personal care more personal and by offering best-in-class products formulated under strict standards that truly raise the bar. Our deep commitment to the â??clientâ?? experience paired with our dedication to technology and product innovation has fostered an extremely dedicated, consistently-growing fan base.

We are a company built on integrity, innovation, responsibility and love. Headquartered in San Franciscoâ??s colorful Mission neighborhood, our team is over 60+ strong. We are backed by leading investors such as: Norwest Partners, True Ventures, Comcast Ventures and Maveron.",2013.0,"{'Memebox Corporation': 'https://www.linkedin.com/company/memebox-corp-', 'StyleSeat': 'https://www.linkedin.com/company/styleseat', 'Benefit Cosmetics': 'https://www.linkedin.com/company/benefit-cosmetics', 'NatureBox': 'https://www.linkedin.com/company/naturebox', 'Cora.': 'https://www.linkedin.com/company/cora-women', 'Milk Makeup': 'https://www.linkedin.com/company/milk-makeup'}",94110,San Francisco,True,United States,CA,37.7485824,-122.4184108,Consumers Goods & Services,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
